size, nfeat, sum_fnpairs, sum_fbalance
40,10,23,104
40,10,23,106
40,10,23,108
40,10,23,110
40,10,23,112
40,10,23,114
40,10,23,116
40,10,23,118
40,10,23,120
40,10,23,122
40,10,23,124
40,10,23,126
40,10,23,130
40,10,23,146
40,10,23,40
40,10,23,44
40,10,23,48
40,10,23,54
40,10,23,56
40,10,23,60
40,10,23,62
40,10,23,64
40,10,23,66
40,10,23,68
40,10,23,70
40,10,23,72
40,10,23,74
40,10,23,76
40,10,23,78
40,10,23,80
40,10,23,82
40,10,23,84
40,10,23,86
40,10,23,88
40,10,23,90
40,10,23,92
40,10,23,94
40,10,23,96
40,10,23,98
40,10,24,100
40,10,24,102
40,10,24,104
40,10,24,106
40,10,24,108
40,10,24,110
40,10,24,112
40,10,24,114
40,10,24,116
40,10,24,118
40,10,24,120
40,10,24,122
40,10,24,124
40,10,24,126
40,10,24,128
40,10,24,134
40,10,24,52
40,10,24,58
40,10,24,60
40,10,24,66
40,10,24,68
40,10,24,70
40,10,24,72
40,10,24,74
40,10,24,76
40,10,24,78
40,10,24,80
40,10,24,82
40,10,24,84
40,10,24,86
40,10,24,88
40,10,24,90
40,10,24,92
40,10,24,94
40,10,24,96
40,10,24,98
40,10,25,100
40,10,25,104
40,10,25,106
40,10,25,108
40,10,25,110
40,10,25,112
40,10,25,114
40,10,25,118
40,10,25,122
40,10,25,124
40,10,25,48
40,10,25,60
40,10,25,62
40,10,25,70
40,10,25,74
40,10,25,76
40,10,25,78
40,10,25,82
40,10,25,84
40,10,25,86
40,10,25,88
40,10,25,90
40,10,25,92
40,10,25,94
40,10,25,96
40,10,25,98
40,10,26,100
40,10,26,102
40,10,26,104
40,10,26,106
40,10,26,108
40,10,26,114
40,10,26,116
40,10,26,122
40,10,26,124
40,10,26,132
40,10,26,50
40,10,26,66
40,10,26,76
40,10,26,78
40,10,26,80
40,10,26,82
40,10,26,84
40,10,26,86
40,10,26,88
40,10,26,90
40,10,26,92
40,10,26,94
40,10,26,96
40,10,26,98
40,10,27,100
40,10,27,110
40,10,27,114
40,10,27,118
40,10,27,120
40,10,27,126
40,10,27,74
40,10,27,84
40,10,27,86
40,10,27,92
40,10,27,96
40,10,28,100
40,10,28,102
40,10,28,112
40,10,28,82
40,10,28,84
40,10,28,86
40,10,28,92
40,10,29,106
40,10,29,110
40,10,29,74
40,11,11,100
40,11,11,102
40,11,11,104
40,11,11,106
40,11,11,108
40,11,11,110
40,11,11,112
40,11,11,114
40,11,11,116
40,11,11,118
40,11,11,120
40,11,11,122
40,11,11,124
40,11,11,126
40,11,11,128
40,11,11,136
40,11,11,140
40,11,11,38
40,11,11,44
40,11,11,46
40,11,11,48
40,11,11,50
40,11,11,52
40,11,11,54
40,11,11,56
40,11,11,58
40,11,11,60
40,11,11,62
40,11,11,64
40,11,11,66
40,11,11,68
40,11,11,70
40,11,11,72
40,11,11,74
40,11,11,76
40,11,11,78
40,11,11,80
40,11,11,82
40,11,11,84
40,11,11,86
40,11,11,88
40,11,11,90
40,11,11,92
40,11,11,94
40,11,11,96
40,11,11,98
40,11,12,100
40,11,12,102
40,11,12,104
40,11,12,106
40,11,12,108
40,11,12,110
40,11,12,112
40,11,12,114
40,11,12,116
40,11,12,118
40,11,12,120
40,11,12,122
40,11,12,124
40,11,12,126
40,11,12,128
40,11,12,130
40,11,12,132
40,11,12,134
40,11,12,136
40,11,12,138
40,11,12,42
40,11,12,44
40,11,12,46
40,11,12,48
40,11,12,50
40,11,12,52
40,11,12,54
40,11,12,56
40,11,12,58
40,11,12,60
40,11,12,62
40,11,12,64
40,11,12,66
40,11,12,68
40,11,12,70
40,11,12,72
40,11,12,74
40,11,12,76
40,11,12,78
40,11,12,80
40,11,12,82
40,11,12,84
40,11,12,86
40,11,12,88
40,11,12,90
40,11,12,92
40,11,12,94
40,11,12,96
40,11,12,98
40,11,13,100
40,11,13,102
40,11,13,104
40,11,13,106
40,11,13,108
40,11,13,110
40,11,13,112
40,11,13,114
40,11,13,116
40,11,13,118
40,11,13,120
40,11,13,122
40,11,13,124
40,11,13,126
40,11,13,128
40,11,13,130
40,11,13,132
40,11,13,134
40,11,13,136
40,11,13,138
40,11,13,140
40,11,13,142
40,11,13,144
40,11,13,146
40,11,13,28
40,11,13,36
40,11,13,40
40,11,13,42
40,11,13,44
40,11,13,46
40,11,13,48
40,11,13,50
40,11,13,52
40,11,13,54
40,11,13,56
40,11,13,58
40,11,13,60
40,11,13,62
40,11,13,64
40,11,13,66
40,11,13,68
40,11,13,70
40,11,13,72
40,11,13,74
40,11,13,76
40,11,13,78
40,11,13,80
40,11,13,82
40,11,13,84
40,11,13,86
40,11,13,88
40,11,13,90
40,11,13,92
40,11,13,94
40,11,13,96
40,11,13,98
40,11,14,100
40,11,14,102
40,11,14,104
40,11,14,106
40,11,14,108
40,11,14,110
40,11,14,112
40,11,14,114
40,11,14,116
40,11,14,118
40,11,14,120
40,11,14,122
40,11,14,124
40,11,14,126
40,11,14,128
40,11,14,130
40,11,14,132
40,11,14,134
40,11,14,136
40,11,14,138
40,11,14,140
40,11,14,142
40,11,14,146
40,11,14,148
40,11,14,166
40,11,14,38
40,11,14,40
40,11,14,42
40,11,14,44
40,11,14,46
40,11,14,48
40,11,14,50
40,11,14,52
40,11,14,54
40,11,14,56
40,11,14,58
40,11,14,60
40,11,14,62
40,11,14,64
40,11,14,66
40,11,14,68
40,11,14,70
40,11,14,72
40,11,14,74
40,11,14,76
40,11,14,78
40,11,14,80
40,11,14,82
40,11,14,84
40,11,14,86
40,11,14,88
40,11,14,90
40,11,14,92
40,11,14,94
40,11,14,96
40,11,14,98
40,11,15,100
40,11,15,102
40,11,15,104
40,11,15,106
40,11,15,108
40,11,15,110
40,11,15,112
40,11,15,114
40,11,15,116
40,11,15,118
40,11,15,120
40,11,15,122
40,11,15,124
40,11,15,126
40,11,15,128
40,11,15,130
40,11,15,132
40,11,15,134
40,11,15,136
40,11,15,138
40,11,15,140
40,11,15,142
40,11,15,146
40,11,15,148
40,11,15,150
40,11,15,38
40,11,15,42
40,11,15,44
40,11,15,46
40,11,15,48
40,11,15,50
40,11,15,52
40,11,15,54
40,11,15,56
40,11,15,58
40,11,15,60
40,11,15,62
40,11,15,64
40,11,15,66
40,11,15,68
40,11,15,70
40,11,15,72
40,11,15,74
40,11,15,76
40,11,15,78
40,11,15,80
40,11,15,82
40,11,15,84
40,11,15,86
40,11,15,88
40,11,15,90
40,11,15,92
40,11,15,94
40,11,15,96
40,11,15,98
40,11,16,100
40,11,16,102
40,11,16,104
40,11,16,106
40,11,16,108
40,11,16,110
40,11,16,112
40,11,16,114
40,11,16,116
40,11,16,118
40,11,16,120
40,11,16,122
40,11,16,124
40,11,16,126
40,11,16,128
40,11,16,130
40,11,16,132
40,11,16,134
40,11,16,136
40,11,16,138
40,11,16,140
40,11,16,144
40,11,16,146
40,11,16,148
40,11,16,150
40,11,16,152
40,11,16,40
40,11,16,44
40,11,16,46
40,11,16,48
40,11,16,50
40,11,16,52
40,11,16,54
40,11,16,56
40,11,16,58
40,11,16,60
40,11,16,62
40,11,16,64
40,11,16,66
40,11,16,68
40,11,16,70
40,11,16,72
40,11,16,74
40,11,16,76
40,11,16,78
40,11,16,80
40,11,16,82
40,11,16,84
40,11,16,86
40,11,16,88
40,11,16,90
40,11,16,92
40,11,16,94
40,11,16,96
40,11,16,98
40,11,17,100
40,11,17,102
40,11,17,104
40,11,17,106
40,11,17,108
40,11,17,110
40,11,17,112
40,11,17,114
40,11,17,116
40,11,17,118
40,11,17,120
40,11,17,122
40,11,17,124
40,11,17,126
40,11,17,128
40,11,17,130
40,11,17,132
40,11,17,134
40,11,17,136
40,11,17,138
40,11,17,140
40,11,17,142
40,11,17,144
40,11,17,146
40,11,17,148
40,11,17,150
40,11,17,42
40,11,17,44
40,11,17,48
40,11,17,50
40,11,17,52
40,11,17,54
40,11,17,56
40,11,17,58
40,11,17,60
40,11,17,62
40,11,17,64
40,11,17,66
40,11,17,68
40,11,17,70
40,11,17,72
40,11,17,74
40,11,17,76
40,11,17,78
40,11,17,80
40,11,17,82
40,11,17,84
40,11,17,86
40,11,17,88
40,11,17,90
40,11,17,92
40,11,17,94
40,11,17,96
40,11,17,98
40,11,18,100
40,11,18,102
40,11,18,104
40,11,18,106
40,11,18,108
40,11,18,110
40,11,18,112
40,11,18,114
40,11,18,116
40,11,18,118
40,11,18,120
40,11,18,122
40,11,18,124
40,11,18,126
40,11,18,128
40,11,18,130
40,11,18,132
40,11,18,134
40,11,18,136
40,11,18,138
40,11,18,142
40,11,18,144
40,11,18,146
40,11,18,148
40,11,18,152
40,11,18,154
40,11,18,42
40,11,18,48
40,11,18,50
40,11,18,52
40,11,18,54
40,11,18,56
40,11,18,58
40,11,18,60
40,11,18,62
40,11,18,64
40,11,18,66
40,11,18,68
40,11,18,70
40,11,18,72
40,11,18,74
40,11,18,76
40,11,18,78
40,11,18,80
40,11,18,82
40,11,18,84
40,11,18,86
40,11,18,88
40,11,18,90
40,11,18,92
40,11,18,94
40,11,18,96
40,11,18,98
40,11,19,100
40,11,19,102
40,11,19,104
40,11,19,106
40,11,19,108
40,11,19,110
40,11,19,112
40,11,19,114
40,11,19,116
40,11,19,118
40,11,19,120
40,11,19,122
40,11,19,124
40,11,19,126
40,11,19,128
40,11,19,130
40,11,19,132
40,11,19,134
40,11,19,136
40,11,19,138
40,11,19,140
40,11,19,142
40,11,19,144
40,11,19,146
40,11,19,148
40,11,19,150
40,11,19,152
40,11,19,56
40,11,19,58
40,11,19,62
40,11,19,66
40,11,19,68
40,11,19,70
40,11,19,72
40,11,19,74
40,11,19,76
40,11,19,78
40,11,19,80
40,11,19,82
40,11,19,84
40,11,19,86
40,11,19,88
40,11,19,90
40,11,19,92
40,11,19,94
40,11,19,96
40,11,19,98
40,11,20,100
40,11,20,102
40,11,20,104
40,11,20,106
40,11,20,108
40,11,20,110
40,11,20,112
40,11,20,114
40,11,20,116
40,11,20,118
40,11,20,120
40,11,20,122
40,11,20,124
40,11,20,126
40,11,20,128
40,11,20,130
40,11,20,132
40,11,20,134
40,11,20,136
40,11,20,138
40,11,20,140
40,11,20,142
40,11,20,146
40,11,20,154
40,11,20,156
40,11,20,52
40,11,20,62
40,11,20,66
40,11,20,68
40,11,20,70
40,11,20,72
40,11,20,74
40,11,20,76
40,11,20,78
40,11,20,80
40,11,20,82
40,11,20,84
40,11,20,86
40,11,20,88
40,11,20,90
40,11,20,92
40,11,20,94
40,11,20,96
40,11,20,98
40,11,21,100
40,11,21,102
40,11,21,104
40,11,21,106
40,11,21,108
40,11,21,110
40,11,21,112
40,11,21,114
40,11,21,116
40,11,21,118
40,11,21,120
40,11,21,122
40,11,21,124
40,11,21,126
40,11,21,128
40,11,21,130
40,11,21,132
40,11,21,134
40,11,21,136
40,11,21,138
40,11,21,140
40,11,21,144
40,11,21,146
40,11,21,150
40,11,21,160
40,11,21,70
40,11,21,74
40,11,21,76
40,11,21,78
40,11,21,86
40,11,21,88
40,11,21,90
40,11,21,92
40,11,21,94
40,11,21,96
40,11,21,98
40,11,22,100
40,11,22,102
40,11,22,104
40,11,22,106
40,11,22,110
40,11,22,112
40,11,22,114
40,11,22,116
40,11,22,118
40,11,22,120
40,11,22,122
40,11,22,124
40,11,22,126
40,11,22,128
40,11,22,130
40,11,22,134
40,11,22,138
40,11,22,140
40,11,22,142
40,11,22,80
40,11,22,82
40,11,22,86
40,11,22,92
40,11,22,94
40,11,22,98
40,11,23,104
40,11,23,110
40,11,23,114
40,11,23,116
40,11,23,118
40,11,23,124
40,11,23,128
40,11,23,130
40,11,23,154
40,11,23,90
40,11,23,96
40,11,24,124
40,11,24,96
40,11,25,118
40,11,26,120
40,12,12,100
40,12,12,102
40,12,12,104
40,12,12,106
40,12,12,108
40,12,12,110
40,12,12,112
40,12,12,114
40,12,12,116
40,12,12,118
40,12,12,120
40,12,12,122
40,12,12,124
40,12,12,126
40,12,12,128
40,12,12,130
40,12,12,132
40,12,12,134
40,12,12,136
40,12,12,138
40,12,12,140
40,12,12,142
40,12,12,144
40,12,12,146
40,12,12,148
40,12,12,150
40,12,12,152
40,12,12,154
40,12,12,156
40,12,12,158
40,12,12,160
40,12,12,162
40,12,12,164
40,12,12,166
40,12,12,172
40,12,12,44
40,12,12,46
40,12,12,48
40,12,12,50
40,12,12,52
40,12,12,54
40,12,12,56
40,12,12,58
40,12,12,60
40,12,12,62
40,12,12,64
40,12,12,66
40,12,12,68
40,12,12,70
40,12,12,72
40,12,12,74
40,12,12,76
40,12,12,78
40,12,12,80
40,12,12,82
40,12,12,84
40,12,12,86
40,12,12,88
40,12,12,90
40,12,12,92
40,12,12,94
40,12,12,96
40,12,12,98
40,12,13,100
40,12,13,102
40,12,13,104
40,12,13,106
40,12,13,108
40,12,13,110
40,12,13,112
40,12,13,114
40,12,13,116
40,12,13,118
40,12,13,120
40,12,13,122
40,12,13,124
40,12,13,126
40,12,13,128
40,12,13,130
40,12,13,132
40,12,13,134
40,12,13,136
40,12,13,138
40,12,13,140
40,12,13,142
40,12,13,144
40,12,13,146
40,12,13,148
40,12,13,150
40,12,13,152
40,12,13,154
40,12,13,156
40,12,13,158
40,12,13,160
40,12,13,162
40,12,13,164
40,12,13,166
40,12,13,168
40,12,13,170
40,12,13,172
40,12,13,176
40,12,13,40
40,12,13,42
40,12,13,46
40,12,13,48
40,12,13,50
40,12,13,52
40,12,13,54
40,12,13,56
40,12,13,58
40,12,13,60
40,12,13,62
40,12,13,64
40,12,13,66
40,12,13,68
40,12,13,70
40,12,13,72
40,12,13,74
40,12,13,76
40,12,13,78
40,12,13,80
40,12,13,82
40,12,13,84
40,12,13,86
40,12,13,88
40,12,13,90
40,12,13,92
40,12,13,94
40,12,13,96
40,12,13,98
40,12,14,100
40,12,14,102
40,12,14,104
40,12,14,106
40,12,14,108
40,12,14,110
40,12,14,112
40,12,14,114
40,12,14,116
40,12,14,118
40,12,14,120
40,12,14,122
40,12,14,124
40,12,14,126
40,12,14,128
40,12,14,130
40,12,14,132
40,12,14,134
40,12,14,136
40,12,14,138
40,12,14,140
40,12,14,142
40,12,14,144
40,12,14,146
40,12,14,148
40,12,14,150
40,12,14,152
40,12,14,154
40,12,14,156
40,12,14,158
40,12,14,160
40,12,14,162
40,12,14,164
40,12,14,166
40,12,14,168
40,12,14,170
40,12,14,172
40,12,14,174
40,12,14,176
40,12,14,44
40,12,14,48
40,12,14,52
40,12,14,54
40,12,14,56
40,12,14,58
40,12,14,60
40,12,14,62
40,12,14,64
40,12,14,66
40,12,14,68
40,12,14,70
40,12,14,72
40,12,14,74
40,12,14,76
40,12,14,78
40,12,14,80
40,12,14,82
40,12,14,84
40,12,14,86
40,12,14,88
40,12,14,90
40,12,14,92
40,12,14,94
40,12,14,96
40,12,14,98
40,12,15,100
40,12,15,102
40,12,15,104
40,12,15,106
40,12,15,108
40,12,15,110
40,12,15,112
40,12,15,114
40,12,15,116
40,12,15,118
40,12,15,120
40,12,15,122
40,12,15,124
40,12,15,126
40,12,15,128
40,12,15,130
40,12,15,132
40,12,15,134
40,12,15,136
40,12,15,138
40,12,15,140
40,12,15,142
40,12,15,144
40,12,15,146
40,12,15,148
40,12,15,150
40,12,15,152
40,12,15,154
40,12,15,156
40,12,15,158
40,12,15,160
40,12,15,162
40,12,15,164
40,12,15,166
40,12,15,168
40,12,15,170
40,12,15,172
40,12,15,174
40,12,15,178
40,12,15,46
40,12,15,48
40,12,15,50
40,12,15,52
40,12,15,54
40,12,15,56
40,12,15,58
40,12,15,60
40,12,15,62
40,12,15,64
40,12,15,66
40,12,15,68
40,12,15,70
40,12,15,72
40,12,15,74
40,12,15,76
40,12,15,78
40,12,15,80
40,12,15,82
40,12,15,84
40,12,15,86
40,12,15,88
40,12,15,90
40,12,15,92
40,12,15,94
40,12,15,96
40,12,15,98
40,12,16,100
40,12,16,102
40,12,16,104
40,12,16,106
40,12,16,108
40,12,16,110
40,12,16,112
40,12,16,114
40,12,16,116
40,12,16,118
40,12,16,120
40,12,16,122
40,12,16,124
40,12,16,126
40,12,16,128
40,12,16,130
40,12,16,132
40,12,16,134
40,12,16,136
40,12,16,138
40,12,16,140
40,12,16,142
40,12,16,144
40,12,16,146
40,12,16,148
40,12,16,150
40,12,16,152
40,12,16,154
40,12,16,156
40,12,16,158
40,12,16,160
40,12,16,162
40,12,16,164
40,12,16,166
40,12,16,168
40,12,16,170
40,12,16,172
40,12,16,174
40,12,16,178
40,12,16,182
40,12,16,186
40,12,16,44
40,12,16,52
40,12,16,54
40,12,16,56
40,12,16,58
40,12,16,60
40,12,16,62
40,12,16,64
40,12,16,66
40,12,16,68
40,12,16,70
40,12,16,72
40,12,16,74
40,12,16,76
40,12,16,78
40,12,16,80
40,12,16,82
40,12,16,84
40,12,16,86
40,12,16,88
40,12,16,90
40,12,16,92
40,12,16,94
40,12,16,96
40,12,16,98
40,12,17,100
40,12,17,102
40,12,17,104
40,12,17,106
40,12,17,108
40,12,17,110
40,12,17,112
40,12,17,114
40,12,17,116
40,12,17,118
40,12,17,120
40,12,17,122
40,12,17,124
40,12,17,126
40,12,17,128
40,12,17,130
40,12,17,132
40,12,17,134
40,12,17,136
40,12,17,138
40,12,17,140
40,12,17,142
40,12,17,144
40,12,17,146
40,12,17,148
40,12,17,150
40,12,17,152
40,12,17,154
40,12,17,156
40,12,17,158
40,12,17,160
40,12,17,162
40,12,17,164
40,12,17,166
40,12,17,168
40,12,17,170
40,12,17,172
40,12,17,174
40,12,17,178
40,12,17,180
40,12,17,44
40,12,17,52
40,12,17,54
40,12,17,60
40,12,17,62
40,12,17,64
40,12,17,66
40,12,17,68
40,12,17,70
40,12,17,72
40,12,17,74
40,12,17,76
40,12,17,78
40,12,17,80
40,12,17,82
40,12,17,84
40,12,17,86
40,12,17,88
40,12,17,90
40,12,17,92
40,12,17,94
40,12,17,96
40,12,17,98
40,12,18,100
40,12,18,102
40,12,18,104
40,12,18,106
40,12,18,108
40,12,18,110
40,12,18,112
40,12,18,114
40,12,18,116
40,12,18,118
40,12,18,120
40,12,18,122
40,12,18,124
40,12,18,126
40,12,18,128
40,12,18,130
40,12,18,132
40,12,18,134
40,12,18,136
40,12,18,138
40,12,18,140
40,12,18,142
40,12,18,144
40,12,18,146
40,12,18,148
40,12,18,150
40,12,18,152
40,12,18,154
40,12,18,156
40,12,18,158
40,12,18,160
40,12,18,162
40,12,18,164
40,12,18,166
40,12,18,168
40,12,18,170
40,12,18,172
40,12,18,174
40,12,18,176
40,12,18,188
40,12,18,66
40,12,18,70
40,12,18,72
40,12,18,74
40,12,18,76
40,12,18,78
40,12,18,80
40,12,18,82
40,12,18,84
40,12,18,86
40,12,18,88
40,12,18,90
40,12,18,92
40,12,18,94
40,12,18,96
40,12,18,98
40,12,19,100
40,12,19,102
40,12,19,104
40,12,19,106
40,12,19,108
40,12,19,110
40,12,19,112
40,12,19,114
40,12,19,116
40,12,19,118
40,12,19,120
40,12,19,122
40,12,19,124
40,12,19,126
40,12,19,128
40,12,19,130
40,12,19,132
40,12,19,134
40,12,19,136
40,12,19,138
40,12,19,140
40,12,19,142
40,12,19,144
40,12,19,146
40,12,19,148
40,12,19,150
40,12,19,152
40,12,19,154
40,12,19,156
40,12,19,158
40,12,19,160
40,12,19,162
40,12,19,164
40,12,19,166
40,12,19,168
40,12,19,170
40,12,19,172
40,12,19,180
40,12,19,72
40,12,19,74
40,12,19,76
40,12,19,78
40,12,19,84
40,12,19,86
40,12,19,88
40,12,19,90
40,12,19,92
40,12,19,94
40,12,19,96
40,12,19,98
40,12,20,100
40,12,20,102
40,12,20,104
40,12,20,106
40,12,20,108
40,12,20,110
40,12,20,112
40,12,20,114
40,12,20,116
40,12,20,118
40,12,20,120
40,12,20,122
40,12,20,124
40,12,20,126
40,12,20,128
40,12,20,130
40,12,20,132
40,12,20,134
40,12,20,136
40,12,20,138
40,12,20,140
40,12,20,142
40,12,20,144
40,12,20,146
40,12,20,148
40,12,20,150
40,12,20,152
40,12,20,154
40,12,20,158
40,12,20,160
40,12,20,162
40,12,20,168
40,12,20,170
40,12,20,174
40,12,20,180
40,12,20,188
40,12,20,76
40,12,20,78
40,12,20,80
40,12,20,88
40,12,20,90
40,12,20,92
40,12,20,98
40,12,21,104
40,12,21,114
40,12,21,116
40,12,21,118
40,12,21,120
40,12,21,126
40,12,21,128
40,12,21,130
40,12,21,132
40,12,21,134
40,12,21,136
40,12,21,138
40,12,21,140
40,12,21,142
40,12,21,144
40,12,21,146
40,12,21,154
40,12,21,156
40,12,21,158
40,12,21,162
40,12,21,164
40,12,21,166
40,12,21,172
40,12,21,174
40,12,21,178
40,12,21,86
40,12,21,98
40,12,22,102
40,12,22,116
40,12,22,118
40,12,22,122
40,12,22,126
40,12,22,136
40,12,22,140
40,12,22,144
40,12,22,150
40,12,22,176
40,12,23,140
40,12,23,142
40,7,28,26
40,7,29,22
40,7,30,12
40,7,30,26
40,7,31,22
40,7,31,26
40,7,31,30
40,7,31,34
40,7,32,24
40,7,32,26
40,7,32,28
40,7,32,30
40,7,32,34
40,7,33,14
40,7,33,18
40,7,33,20
40,7,33,22
40,7,33,24
40,7,33,26
40,7,33,30
40,7,33,32
40,7,33,34
40,7,33,6
40,7,34,14
40,7,34,16
40,7,34,18
40,7,34,20
40,7,34,22
40,7,34,24
40,7,34,26
40,7,34,28
40,7,34,30
40,7,34,32
40,7,34,34
40,7,34,8
40,7,35,14
40,7,35,16
40,7,35,18
40,7,35,20
40,7,35,22
40,7,35,24
40,7,35,26
40,7,35,28
40,7,35,30
40,7,35,32
40,7,35,34
40,7,35,38
40,7,35,40
40,7,36,14
40,7,36,16
40,7,36,18
40,7,36,20
40,7,36,22
40,7,36,24
40,7,36,26
40,7,36,28
40,7,36,30
40,7,36,32
40,7,36,34
40,7,36,36
40,7,36,38
40,7,36,40
40,7,36,42
40,7,36,44
40,7,37,14
40,7,37,16
40,7,37,18
40,7,37,20
40,7,37,22
40,7,37,24
40,7,37,26
40,7,37,28
40,7,37,30
40,7,37,32
40,7,37,34
40,7,37,36
40,7,37,38
40,7,37,40
40,7,37,42
40,7,37,46
40,7,38,12
40,7,38,14
40,7,38,16
40,7,38,18
40,7,38,20
40,7,38,22
40,7,38,24
40,7,38,26
40,7,38,28
40,7,38,30
40,7,38,32
40,7,38,34
40,7,38,36
40,7,38,38
40,7,38,40
40,7,38,42
40,7,38,44
40,7,38,46
40,7,38,48
40,7,39,12
40,7,39,14
40,7,39,16
40,7,39,18
40,7,39,20
40,7,39,22
40,7,39,24
40,7,39,26
40,7,39,28
40,7,39,30
40,7,39,32
40,7,39,34
40,7,39,36
40,7,39,38
40,7,39,40
40,7,39,42
40,7,39,44
40,7,39,46
40,7,39,48
40,7,39,50
40,7,40,10
40,7,40,12
40,7,40,14
40,7,40,16
40,7,40,18
40,7,40,20
40,7,40,22
40,7,40,24
40,7,40,26
40,7,40,28
40,7,40,30
40,7,40,32
40,7,40,34
40,7,40,36
40,7,40,38
40,7,40,40
40,7,40,42
40,7,40,44
40,7,40,46
40,7,40,48
40,7,41,12
40,7,41,14
40,7,41,16
40,7,41,18
40,7,41,20
40,7,41,22
40,7,41,24
40,7,41,26
40,7,41,28
40,7,41,30
40,7,41,32
40,7,41,34
40,7,41,36
40,7,41,38
40,7,41,40
40,7,41,42
40,7,41,44
40,7,41,46
40,7,41,48
40,7,41,50
40,7,41,56
40,7,42,12
40,7,42,14
40,7,42,16
40,7,42,18
40,7,42,20
40,7,42,22
40,7,42,24
40,7,42,26
40,7,42,28
40,7,42,30
40,7,42,32
40,7,42,34
40,7,42,36
40,7,42,38
40,7,42,40
40,7,42,42
40,7,42,44
40,7,42,46
40,7,42,48
40,7,42,50
40,7,42,52
40,7,43,12
40,7,43,14
40,7,43,16
40,7,43,18
40,7,43,20
40,7,43,22
40,7,43,24
40,7,43,26
40,7,43,28
40,7,43,30
40,7,43,32
40,7,43,34
40,7,43,36
40,7,43,38
40,7,43,40
40,7,43,42
40,7,43,44
40,7,43,46
40,7,43,48
40,7,43,50
40,7,43,52
40,7,43,54
40,7,44,12
40,7,44,14
40,7,44,16
40,7,44,18
40,7,44,20
40,7,44,22
40,7,44,24
40,7,44,26
40,7,44,28
40,7,44,30
40,7,44,32
40,7,44,34
40,7,44,36
40,7,44,38
40,7,44,40
40,7,44,42
40,7,44,44
40,7,44,46
40,7,44,48
40,7,44,50
40,7,44,52
40,7,44,54
40,7,44,56
40,7,44,58
40,7,45,10
40,7,45,12
40,7,45,14
40,7,45,16
40,7,45,18
40,7,45,20
40,7,45,22
40,7,45,24
40,7,45,26
40,7,45,28
40,7,45,30
40,7,45,32
40,7,45,34
40,7,45,36
40,7,45,38
40,7,45,40
40,7,45,42
40,7,45,44
40,7,45,46
40,7,45,48
40,7,45,50
40,7,45,52
40,7,45,54
40,7,46,12
40,7,46,14
40,7,46,16
40,7,46,18
40,7,46,20
40,7,46,22
40,7,46,24
40,7,46,26
40,7,46,28
40,7,46,30
40,7,46,32
40,7,46,34
40,7,46,36
40,7,46,38
40,7,46,40
40,7,46,42
40,7,46,44
40,7,46,46
40,7,46,48
40,7,46,50
40,7,46,52
40,7,46,54
40,7,46,56
40,7,46,58
40,7,47,10
40,7,47,12
40,7,47,14
40,7,47,16
40,7,47,18
40,7,47,20
40,7,47,22
40,7,47,24
40,7,47,26
40,7,47,28
40,7,47,30
40,7,47,32
40,7,47,34
40,7,47,36
40,7,47,38
40,7,47,40
40,7,47,42
40,7,47,44
40,7,47,46
40,7,47,48
40,7,47,50
40,7,47,52
40,7,47,54
40,7,47,56
40,7,47,58
40,7,47,60
40,7,47,66
40,7,48,10
40,7,48,12
40,7,48,14
40,7,48,16
40,7,48,18
40,7,48,20
40,7,48,22
40,7,48,24
40,7,48,26
40,7,48,28
40,7,48,30
40,7,48,32
40,7,48,34
40,7,48,36
40,7,48,38
40,7,48,40
40,7,48,42
40,7,48,44
40,7,48,46
40,7,48,48
40,7,48,50
40,7,48,52
40,7,48,54
40,7,48,56
40,7,48,58
40,7,48,60
40,7,49,12
40,7,49,14
40,7,49,16
40,7,49,18
40,7,49,20
40,7,49,22
40,7,49,24
40,7,49,26
40,7,49,28
40,7,49,30
40,7,49,32
40,7,49,34
40,7,49,36
40,7,49,38
40,7,49,40
40,7,49,42
40,7,49,44
40,7,49,46
40,7,49,48
40,7,49,50
40,7,49,52
40,7,49,54
40,7,49,56
40,7,49,58
40,7,49,64
40,7,50,18
40,7,50,20
40,7,50,22
40,7,50,24
40,7,50,26
40,7,50,28
40,7,50,30
40,7,50,32
40,7,50,34
40,7,50,36
40,7,50,38
40,7,50,40
40,7,50,42
40,7,50,44
40,7,50,46
40,7,50,48
40,7,50,50
40,7,50,52
40,7,50,54
40,7,50,56
40,7,50,58
40,7,50,60
40,7,50,62
40,7,51,14
40,7,51,16
40,7,51,18
40,7,51,20
40,7,51,22
40,7,51,24
40,7,51,26
40,7,51,28
40,7,51,30
40,7,51,32
40,7,51,34
40,7,51,36
40,7,51,38
40,7,51,40
40,7,51,42
40,7,51,44
40,7,51,46
40,7,51,48
40,7,51,50
40,7,51,52
40,7,51,54
40,7,51,56
40,7,51,58
40,7,51,60
40,7,51,62
40,7,51,64
40,7,52,14
40,7,52,20
40,7,52,22
40,7,52,24
40,7,52,26
40,7,52,28
40,7,52,30
40,7,52,32
40,7,52,34
40,7,52,36
40,7,52,38
40,7,52,40
40,7,52,42
40,7,52,44
40,7,52,46
40,7,52,48
40,7,52,50
40,7,52,52
40,7,52,54
40,7,52,56
40,7,52,58
40,7,52,60
40,7,52,62
40,7,52,64
40,7,52,66
40,7,53,22
40,7,53,24
40,7,53,26
40,7,53,28
40,7,53,30
40,7,53,32
