"ALTERNATE_NAMES","SEGMENT","anterior","labial","back","high","ATR","lateral","distributed","LONG","spread","low","syllabic","continuant","nasal","sonorant","coronal","tense","constr","vocalic","strident","EXTRA","consonantal","voice","round"
"niy","bv","+","+","-","-","0","0","-","-","-","-","-","-","-","-","-","0","-","-","+","-","+","+","-"
"niy","dz","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"niy","ʄ","-","-","-","+","0","0","0","-","-","-","-","-","-","-","-","0","+","-","-","-","+","+","-"
"niy","ɓ̥","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","+","-","-","-","+","-","-"
"niy","ⁿɟ","-","-","-","+","0","0","0","-","-","-","-","-","+","-","-","-","-","-","-","-","+","+","-"
"niy","c","-","-","-","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"niy","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"niy","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"niy","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"niy","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"niy","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"niy","k͡p","+","+","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"niy","ⁿd","+","-","-","-","0","-","-","-","-","-","-","-","+","-","+","-","-","-","-","-","+","+","-"
"njh","kʰ","-","-","+","+","0","0","0","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"njh","pv","+","+","-","-","0","0","-","-","-","-","-","-","-","-","-","0","-","-","+","-","+","-","-"
"njh","tʰ","+","-","-","-","0","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"njh","ts","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"njh","tʃʰ","-","-","-","+","0","-","+","-","+","-","-","-","-","-","+","+","-","-","+","-","+","-","-"
"njh","pf","+","+","-","-","0","0","-","-","-","-","-","-","-","-","-","0","-","-","+","-","+","-","-"
"njh","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"njh","tsʰ","+","-","-","-","0","-","-","-","+","-","-","-","-","-","+","+","-","-","+","-","+","-","-"
"njh","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"njh","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"njh","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"njh","pʰ","+","+","-","-","0","0","+","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"njm","pfʰ","+","+","-","-","0","0","-","-","+","-","-","-","-","-","-","+","-","-","+","-","+","-","-"
"njm","dʒ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","-","-","-","+","-","+","+","-"
"njm","tʰ","+","-","-","-","0","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"njm","ts","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","-","-","-","+","-","+","-","-"
"njm","tʃʰ","-","-","-","+","0","-","+","-","+","-","-","-","-","-","+","+","-","-","+","-","+","-","-"
"njm","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"njm","pf","+","+","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","+","-","+","-","-"
"njm","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","-","-","-","+","-","+","-","-"
"njm","bv","+","+","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","+","-","+","+","-"
"njm","dz","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","-","-","-","+","-","+","+","-"
"njm","tsʰ","+","-","-","-","0","-","-","-","+","-","-","-","-","-","+","+","-","-","+","-","+","-","-"
"njm","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","-","-","-","-","-","+","+","-"
"njm","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-"
"njm","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","-","-","-","-","-","+","-","-"
"njm","pʰ","+","+","-","-","0","0","+","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"njo","ts","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"njo","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"njo","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"njo","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"nld","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"nld","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"nld","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nld","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nld","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"nmf","kʰ","-","-","+","+","0","0","0","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"nmf","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nmf","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"nmf","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nmf","tʰ","+","-","-","-","0","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"nmf","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"nmf","pʰ","+","+","-","-","0","0","+","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"nmn","ǀkxʔ","+","-","+","+","0","-","+","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"nmn","ɡǂx","-","-","+","+","0","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-"
"nmn","ǃʰ","+","-","+","+","0","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"nmn","ʔǀn","+","-","+","+","0","-","+","-","-","-","-","-","+","-","+","+","+","-","-","-","+","-","-"
"nmn","ǁn̥","+","-","+","+","0","+","0","-","-","-","-","-","+","-","+","-","-","-","-","-","+","+","-"
"nmn","kʰ","-","-","+","+","0","0","0","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"nmn","ɡǁx","+","-","+","+","0","+","0","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-"
"nmn","ǃ","+","-","+","+","0","-","-","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"nmn","ǂ","-","-","+","+","0","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"nmn","ǁ","+","-","+","+","0","+","0","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"nmn","ǀ","+","-","+","+","0","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"nmn","ʔǂn","-","-","+","+","0","-","+","-","-","-","-","-","+","-","+","+","+","-","-","-","+","-","-"
"nmn","kxʼ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"nmn","tx","0","-","0","0","0","-","0","-","-","0","-","-","-","-","0","-","-","-","-","-","+","-","-"
"nmn","ʔʘn","+","-","+","+","0","-","-","-","-","-","-","-","+","-","+","+","+","-","-","-","+","-","-"
"nmn","ts","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","-","-","-","+","-","+","-","-"
"nmn","tsx","+","-","0","0","0","-","0","-","-","0","-","-","-","-","0","-","-","-","0","-","+","-","-"
"nmn","mʘG","+","+","+","+","0","0","+","-","-","-","-","-","+","-","-","-","-","-","-","-","+","-","-"
"nmn","mǃG","+","-","+","+","0","-","-","-","-","-","-","-","+","-","+","-","-","-","-","-","+","-","-"
"nmn","dz","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","-","-","-","+","-","+","+","-"
"nmn","ɡǂʰ","-","-","+","+","0","-","+","-","+","-","-","-","-","-","+","+","-","-","-","-","+","+","-"
"nmn","dx","0","-","0","0","0","-","0","-","-","0","-","-","-","-","0","-","-","-","-","-","+","0","-"
"nmn","ʘʔ","+","+","+","+","0","0","+","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"nmn","ɡǁʰ","+","-","+","+","0","+","0","-","+","-","-","-","-","-","+","+","-","-","-","-","+","+","-"
"nmn","ǀn̥","+","-","+","+","0","-","+","-","-","-","-","-","+","-","+","-","-","-","-","-","+","-","-"
"nmn","dzʼ","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","+","+","-","+","-","+","+","-"
"nmn","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-"
"nmn","ǂn","-","-","+","+","0","-","+","-","-","-","-","-","+","-","+","-","-","-","-","-","+","-","-"
"nmn","dzʰ","+","-","-","-","0","-","-","-","+","-","-","-","-","-","+","+","-","-","+","-","+","+","-"
"nmn","ǂʔ","-","-","+","+","0","-","+","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"nmn","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"nmn","ǂq","-","-","+","+","0","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"nmn","qʰ","-","-","+","-","0","0","0","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"nmn","ʘʰ","+","+","+","+","0","0","+","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"nmn","ǂx","-","-","+","+","0","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"nmn","dʰ","+","-","-","-","0","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","+","+","-"
"nmn","tsʼkxʼ","+","-","0","0","0","-","0","-","-","-","-","-","-","-","0","+","+","-","0","-","+","-","-"
"nmn","dʲ","+","-","-","+","0","-","-","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-"
"nmn","ǂkxʔ","-","-","+","+","0","-","+","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"nmn","ɡǀʰ","+","-","+","+","0","-","+","-","+","-","-","-","-","-","+","+","-","-","-","-","+","+","-"
"nmn","ǂʰ","-","-","+","+","0","-","+","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"nmn","ɡʘ","+","+","+","+","0","0","+","-","-","-","-","-","-","-","-","-","-","-","-","-","+","+","-"
"nmn","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","+","+","-"
"nmn","ɡǂkx","-","-","+","+","0","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-"
"nmn","ʔǁn","+","-","+","+","0","+","0","-","-","-","-","-","+","-","+","+","+","-","-","-","+","-","-"
"nmn","ɡǀx","+","-","+","+","0","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-"
"nmn","ǀʔ","+","-","+","+","0","-","+","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"nmn","ɡkx’","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","+","+","-","-","-","+","0","-"
"nmn","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","+","-","-"
"nmn","ǀʰ","+","-","+","+","0","-","+","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"nmn","ǃn̥","+","-","+","+","0","-","-","-","-","-","-","-","+","-","+","-","-","-","-","-","+","-","-"
"nmn","dzx","+","-","0","0","0","-","0","-","-","-","-","-","-","-","0","-","-","-","0","-","+","0","-"
"nmn","tʼkxʼ","+","-","0","0","0","-","0","-","-","-","-","-","-","-","0","+","+","-","0","-","+","-","-"
"nmn","mǀG","+","-","+","+","0","-","+","-","-","-","-","-","+","-","+","-","-","-","-","-","+","-","-"
"nmn","ǀx","+","-","+","+","0","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"nmn","ǂn̥","-","-","+","+","0","-","+","-","-","-","-","-","+","-","+","-","-","-","-","-","+","-","-"
"nmn","dʼkxʼ","+","-","0","0","0","-","0","-","-","-","-","-","-","-","0","+","+","-","0","-","+","0","-"
"nmn","ǀq","+","-","+","+","0","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"nmn","ǀn","+","-","+","+","0","-","+","-","-","-","-","-","+","-","+","-","-","-","-","-","+","-","-"
"nmn","dzʼkxʼ","+","-","0","0","0","-","0","-","-","-","-","-","-","-","0","+","+","-","0","-","+","0","-"
"nmn","ǃkxʔ","+","-","+","+","0","-","-","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"nmn","ʘq","+","+","+","+","0","0","+","-","-","-","-","-","-","-","-","-","-","-","-","-","+","-","-"
"nmn","ɡǁkx","+","-","+","+","0","+","0","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-"
"nmn","ʘx","+","+","+","+","0","0","+","-","-","-","-","-","-","-","-","-","-","-","-","-","+","-","-"
"nmn","ɡǃkx","+","-","+","+","0","-","-","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-"
"nmn","ʘn","+","+","+","+","0","0","+","-","-","-","-","-","+","-","-","-","-","-","-","-","+","-","-"
"nmn","ǁx","+","-","+","+","0","+","0","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"nmn","ʘkxʔ","+","+","+","+","0","0","+","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"nmn","ǃqʰ","+","-","+","+","0","-","-","-","+","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"nmn","ǁq","+","-","+","+","0","+","0","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"nmn","ɡǃʰ","+","-","+","+","0","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","+","+","-"
"nmn","ǁn","+","-","+","+","0","+","0","-","-","-","-","-","+","-","+","-","-","-","-","-","+","+","-"
"nmn","ɡʘx","+","+","+","+","0","0","+","-","-","-","-","-","-","-","-","-","-","-","-","-","+","+","-"
"nmn","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","-","-","-","-","-","+","+","-"
"nmn","ǃqʔ","+","-","+","+","0","-","-","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"nmn","ɡǀkx","+","-","+","+","0","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-"
"nmn","ɡǃx","+","-","+","+","0","-","-","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-"
"nmn","mǂG","-","-","+","+","0","-","+","-","-","-","-","-","+","-","+","-","-","-","-","-","+","-","-"
"nmn","ǃʔ","+","-","+","+","0","-","-","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"nmn","ɡʘkx","+","+","+","+","0","0","+","-","-","-","-","-","-","-","-","-","-","-","-","-","+","+","-"
"nmn","ǀqʰ","+","-","+","+","0","-","+","-","+","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"nmn","ǁqʔ","+","-","+","+","0","+","0","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"nmn","ʘ","+","+","+","+","0","0","+","-","-","-","-","-","-","-","-","-","-","-","-","-","+","-","-"
"nmn","ǃn","+","-","+","+","0","-","-","-","-","-","-","-","+","-","+","-","-","-","-","-","+","-","-"
"nmn","ǃq","+","-","+","+","0","-","-","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"nmn","ǀqʔ","+","-","+","+","0","-","+","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"nmn","ǁqʰ","+","-","+","+","0","+","0","-","+","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"nmn","ɡʘʰ","+","+","+","+","0","0","+","-","+","-","-","-","-","-","-","+","-","-","-","-","+","+","-"
"nmn","ǃx","+","-","+","+","0","-","-","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"nmn","mǁG","+","-","+","+","0","+","0","-","-","-","-","-","+","-","+","-","-","-","-","-","+","+","-"
"nmn","ʘn̥","+","+","+","+","0","0","+","-","-","-","-","-","+","-","-","-","-","-","-","-","+","-","-"
"nmn","ǂqʔ","-","-","+","+","0","-","+","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"nmn","ǁʰ","+","-","+","+","0","+","0","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"nmn","ʘqʰ","+","+","+","+","0","0","+","-","+","-","-","-","-","-","-","-","-","-","-","-","+","-","-"
"nmn","tsʰ","+","-","-","-","0","-","-","-","+","-","-","-","-","-","+","+","-","-","+","-","+","-","-"
"nmn","ǁkxʔ","+","-","+","+","0","+","0","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"nmn","tsʼ","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","+","+","-","+","-","+","-","-"
"nmn","q","-","-","+","-","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","+","-","-"
"nmn","tʰ","+","-","-","-","0","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"nmn","ǁʔ","+","-","+","+","0","+","0","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"nmn","ʔǃn","+","-","+","+","0","-","-","-","-","-","-","-","+","-","+","+","+","-","-","-","+","-","-"
"nmn","ǂqʰ","-","-","+","+","0","-","+","-","+","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"nmn","ʘqʔ","+","+","+","+","0","0","+","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"nmn","ɡǃ","+","-","+","+","0","-","-","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-"
"nmn","ɡǂ","-","-","+","+","0","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-"
"nmn","ɡǁ","+","-","+","+","0","+","0","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-"
"nmn","ɡǀ","+","-","+","+","0","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-"
"nna","c","-","-","-","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nna","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nna","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nna","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"nna","ʈ","-","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"noo","kʷ","-","+","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","+"
"noo","kʼ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"noo","tɬʼ","+","-","-","-","0","+","0","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"noo","tʃʼ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","+","+","-","+","-","+","-","-"
"noo","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"noo","ts","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"noo","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"noo","qʼʷ","-","+","+","-","0","0","0","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","+"
"noo","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"noo","tɬ","+","-","-","-","0","+","0","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"noo","kʼʷ","-","+","+","+","0","0","0","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","+"
"noo","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"noo","tsʼ","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","+","+","-","+","-","+","-","-"
"noo","q","-","-","+","-","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"noo","pʼ","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"noo","qʼ","-","-","+","-","0","0","0","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"noo","tʼ","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"noo","qʷ","-","+","+","-","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","+"
"nsm","ts","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"nsm","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"nsm","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"nsm","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"nsm","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nsm","q","-","-","+","-","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nsm","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nsm","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"ntp","dʲ","+","-","-","+","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"ntp","tʲ","+","-","-","+","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"ntp","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"ntp","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"ntp","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"ntp","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"ntp","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"ntp","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"ntp","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"nus","t̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"nus","pɸ","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nus","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"nus","c","-","-","-","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nus","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"nus","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"nus","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nus","q","-","-","+","-","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nus","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nus","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"nya","dʒ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"nya","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"nya","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"nya","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"nya","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"nya","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nya","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nya","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"nym","ɟ","-","-","-","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"nym","cʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","0","0","-","-","+","-","+","-","-"
"nym","ɲ̥cʃ","-","-","-","+","0","-","+","-","-","-","-","-","0","-","0","0","-","-","+","-","+","-","-"
"nym","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"nym","ᵑɡ","-","-","+","+","0","0","0","-","-","-","-","-","+","-","-","-","-","-","-","-","+","+","-"
"nym","ⁿɟ","-","-","-","+","0","0","0","-","-","-","-","-","+","-","-","-","-","-","-","-","+","+","-"
"nym","ᵐb","+","+","-","-","0","0","+","-","-","-","-","-","+","-","-","-","-","-","-","-","+","+","-"
"nym","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"nym","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"nym","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nym","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nym","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"nym","ⁿd","+","-","-","-","0","-","-","-","-","-","-","-","+","-","+","-","-","-","-","-","+","+","-"
"nyn","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"nyn","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"nyn","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"nyn","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"nyn","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"nyn","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"nyo","t̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"nyo","dʒ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"nyo","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"nyo","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"nyo","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"nyo","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
