,Language_Name,Num_Segments,Sum_Balance,Num_Contrastive_Features,Order_Name,Sum_Balance_1,Sum_Balance_2,Sum_Balance_3,Sum_Balance_4,Sum_Balance_5,Sum_Balance_6,Sum_Balance_7,Sum_Balance_8,Sum_Balance_9,Sum_Balance_10,Sum_Balance_11,Sum_Balance_12,Sum_Balance_13,Sum_Balance_14,Sum_Balance_15,Sum_Balance_16,Sum_Balance_17,Sum_Balance_18,Sum_Balance_19,Sum_Balance_20,Sum_Balance_21,Sum_Balance_22,Sum_Balance_23,Sum_Balance_24,Sum_Balance_25,Sum_Balance_26,Sum_Balance_27,Sum_Balance_28,Sum_Balance_29,Feature_Depth_1,Feature_Depth_2,Feature_Depth_3,Feature_Depth_4,Feature_Depth_5,Feature_Depth_6,Feature_Depth_7,Feature_Depth_8,Feature_Depth_9,Feature_Depth_10,Feature_Depth_11,Feature_Depth_12,Feature_Depth_13,Feature_Depth_14,Feature_Depth_15,Feature_Depth_16,Feature_Depth_17,Feature_Depth_18,Feature_Depth_19,Feature_Depth_20,Feature_Depth_21,Feature_Depth_22,Feature_Depth_23,Feature_Depth_24,Feature_Depth_25,Feature_Depth_26,Feature_Depth_27,Feature_Depth_28,Feature_Depth_29,Subinventory_Size_1,Subinventory_Size_2,Subinventory_Size_3,Subinventory_Size_4,Subinventory_Size_5,Subinventory_Size_6,Subinventory_Size_7,Subinventory_Size_8,Subinventory_Size_9,Subinventory_Size_10,Subinventory_Size_11,Subinventory_Size_12,Subinventory_Size_13,Subinventory_Size_14,Subinventory_Size_15,Subinventory_Size_16,Subinventory_Size_17,Subinventory_Size_18,Subinventory_Size_19,Subinventory_Size_20,Subinventory_Size_21,Subinventory_Size_22,Subinventory_Size_23,Subinventory_Size_24,Subinventory_Size_25,Subinventory_Size_26,Subinventory_Size_27,Subinventory_Size_28,Subinventory_Size_29,Sum_Balance_By_Feature_Height1,Sum_Balance_By_Feature_Height2,Sum_Balance_By_Feature_Height29,Sum_Balance_By_Feature_Height28,Sum_Balance_By_Feature_Height8,Sum_Balance_By_Feature_Height16,Sum_Balance_By_Feature_Height10,Sum_Balance_By_Feature_Height14,Sum_Balance_By_Feature_Height20,Sum_Balance_By_Feature_Height12,Sum_Balance_By_Feature_Height7,Sum_Balance_By_Feature_Height21,Sum_Balance_By_Feature_Height13,Sum_Balance_By_Feature_Height5,Sum_Balance_By_Feature_Height26,Sum_Balance_By_Feature_Height6,Sum_Balance_By_Feature_Height11,Sum_Balance_By_Feature_Height25,Sum_Balance_By_Feature_Height4,Sum_Balance_By_Feature_Height22,Sum_Balance_By_Feature_Height15,Sum_Balance_By_Feature_Height3,Sum_Balance_By_Feature_Height27,Sum_Balance_By_Feature_Height18,Sum_Balance_By_Feature_Height24,Sum_Balance_By_Feature_Height17,Sum_Balance_By_Feature_Height19,Sum_Balance_By_Feature_Height23,Sum_Balance_By_Feature_Height9
1576,I158,9,3,5,O7,,,3,,,,,,,,,7,,,,,6,,,,3,,,,6,,,,,,,1,,,,,,,,,4,,,,,2,,,,0,,,,3,,,,,,,9,,,,,,,,,2,,,,,9,,,,9,,,,4,,,,,,,,,,,,,,7.0,,0.0,,,,,,3.0,,,,0.0,,,,2.0,,,
1577,I158,9,6,6,O8,,,0,,8,,,,,,,,,6,0,,,,,,4,0,,,,,,,,,,3,,1,,,,,,,,,0,5,,,,,,2,4,,,,,,,,,,6,,9,,,,,,,,,9,2,,,,,,8,4,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,0.0,0.0,0.0,,,,,,,
1578,I158,9,3,6,O9,,,,,,,,,,,,3,,,,4,,4,,3,,0,,,,4,,,,,,,,,,,,,,,0,,,,4,,2,,3,,5,,,,1,,,,,,,,,,,,,,,9,,,,5,,9,,7,,2,,,,9,,,,,,,,,2.0,,,1.0,0.0,,,,,0.0,,,,,0.0,,,,1.0,,,,,
1579,I158,9,6,7,O10,,,,,,2,,6,,,,,,,5,,0,,0,,,0,,,,,0,,,,,,,,1,,0,,,,,,,2,,4,,6,,,5,,,,,3,,,,,,,,9,,9,,,,,,,8,,6,,2,,,4,,,,,7,,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,1.0,,0.0,,,0.0,0.0,,
1580,I159,9,6,6,O1,6,3,8,6,7,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,9,9,8,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,3.0,,0.0,,,2.0,,,2.0,,,,,,,
1581,I159,9,3,5,O2,,,,,,,,,,,,,,,,,,,,,,,,,5,3,9,6,3,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,4,8,9,9,9,,,0.0,1.0,,,,,,,,,,,1.0,,,5.0,,,,,3.0,,,,,,
1582,I159,9,10,5,O3,,,,,,0,,10,,,2,,,,,3,,,,,,,,1,,,,,,,,,,,4,,0,,,1,,,,,2,,,,,,,,3,,,,,,,,,,,2,,9,,,9,,,,,9,,,,,,,,5,,,,,,,,,,2.0,1.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,
1583,I159,9,6,6,O4,,,,,6,,,,,6,,,4,6,,7,2,,,,,,,,,,,,,,,,,4,,,,,0,,,3,1,,5,2,,,,,,,,,,,,,,,,,4,,,,,9,,,7,9,,2,9,,,,,,,,,,,,,,,,,,7.0,1.0,1.0,,,,,1.0,3.0,,,,,,,,,,,,0.0,,,
1584,I159,9,10,6,O5,,,,,,,,11,,,,6,,,0,,,,,10,,,,,,0,,1,,,,,,,,,2,,,,1,,,5,,,,,0,,,,,,4,,3,,,,,,,,,7,,,,9,,,4,,,,,9,,,,,,5,,6,,,,,0.0,2.0,,,,1.0,1.0,,,,,0.0,,,,,,0.0,,,,,,,,
1585,I159,9,3,5,O6,,5,,3,,,3,,,,,,,,,,,,,,,,,,,,,3,2,,4,,0,,,1,,,,,,,,,,,,,,,,,,,,,3,2,,4,,9,,,9,,,,,,,,,,,,,,,,,,,,,8,9,,5.0,0.0,1.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,
1586,I159,9,6,6,O7,,,2,7,,,,,,,,,4,,,,5,,,,6,,,6,,,,,,,,1,5,,,,,,,,,2,,,,3,,,,0,,,4,,,,,,,,9,2,,,,,,,,,8,,,,6,,,,9,,,4,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,7.0,,,0.0,,,3.0,1.0,,,
1587,I159,9,9,6,O8,,0,10,,5,,,,,,,,,9,,,,,,,8,5,,,,,,,,,5,3,,1,,,,,,,,,0,,,,,,,2,4,,,,,,,,,2,7,,9,,,,,,,,,9,,,,,,,8,6,,,,,,,,,0.0,,,,,,1.0,,,,2.0,,1.0,,,,,,2.0,,3.0,,,,,,,
1588,I159,9,6,5,O9,,,,,,,,,,,,6,,,,5,,7,,4,,,,,,5,,,,,,,,,,,,,,,0,,,,4,,2,,3,,,,,,1,,,,,,,,,,,,,,,9,,,,4,,8,,6,,,,,,9,,,,,,,,,5.0,,,2.0,1.0,,,,,1.0,,,,,,,,,2.0,,,,,
1589,I159,9,10,6,O10,,,,0,,3,0,10,,,,,,,5,,,,,,,,,,,,3,,,,,,4,,1,5,0,,,,,,,2,,,,,,,,,,,,3,,,,,,5,,9,2,9,,,,,,,9,,,,,,,,,,,,8,,,,,,,1.0,,,,,,0.0,,,,,0.0,,,0.0,,1.0,,1.0,,,,,,
1590,I160,9,7,5,O1,7,9,11,10,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,9,9,8,5,2,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,7.0,,,,,5.0,,,3.0,,,,,,,
1591,I160,9,9,5,O2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,6,9,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,5,8,9,9,,,1.0,1.0,,,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,
1592,I160,9,10,5,O3,,,,,,0,,10,,,3,,,,,0,,,,,,,,0,,,,,,,,,,,4,,0,,,1,,,,,2,,,,,,,,3,,,,,,,,,,,2,,9,,,9,,,,,7,,,,,,,,5,,,,,,,,,,2.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,
1593,I160,9,7,6,O4,,,,,5,,,,,7,,,4,8,,0,8,,,,,,,,,,,,,,,,,4,,,,,0,,,3,1,,5,2,,,,,,,,,,,,,,,,,6,,,,,9,,,8,9,,2,9,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,2.0,,,
1594,I160,9,3,4,O5,,,,,,,,5,,,,2,,,,,,,,3,,,,,3,,,,,,,,,,,,3,,,,1,,,,,,,,0,,,,,2,,,,,,,,,,,,4,,,,9,,,,,,,,9,,,,,9,,,,,,,,,5.0,,,,0.0,0.0,,,,,,,,1.0,,,,,,,,,,,
1595,I160,9,6,5,O6,,0,,6,,,6,,,,,,,,,,,,,,,,,,,,,0,6,,4,,0,,,1,,,,,,,,,,,,,,,,,,,,,3,2,,2,,9,,,9,,,,,,,,,,,,,,,,,,,,,4,8,,0.0,2.0,0.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
1596,I160,9,10,6,O7,,,7,,,,,,,,,,6,,,,11,,,,10,,,0,0,,,,,,,1,,,,,,,,,,2,,,,3,,,,0,,,5,4,,,,,,,9,,,,,,,,,,7,,,,5,,,,9,,,2,3,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.0,,,,1.0,,,0.0,3.0,,,
1597,I160,9,7,6,O8,,,0,,6,,,,,,,,,7,0,,,,,,1,0,,,,,,,,,,3,,1,,,,,,,,,0,5,,,,,,2,4,,,,,,,,,,5,,9,,,,,,,,,9,2,,,,,,8,4,,,,,,,,,,,,,,,1.0,,,,0.0,,1.0,,,,,,0.0,0.0,0.0,,,,,,,
1598,I160,9,3,4,O9,,,,,,,,,,,,3,,,,,,5,,5,,,,,,6,,,,,,,,,,,,,,,0,,,,,,2,,3,,,,,,1,,,,,,,,,,,,,,,9,,,,,,9,,4,,,,,,9,,,,,,,,,,,,5.0,0.0,,,,,2.0,,,,,,,,,2.0,,,,,
1599,I160,9,11,6,O10,,,,0,,3,,11,,,,,,,4,0,,,,,,,,,,,1,,,,,,4,,1,,0,,,,,,,2,5,,,,,,,,,,,3,,,,,,4,,9,,9,,,,,,,8,2,,,,,,,,,,,6,,,,,,,1.0,0.0,,,,,,,,,,0.0,,,0.0,,1.0,,0.0,,,,,,
1600,I161,9,9,5,O1,9,4,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0,1,2,,3,,4,,,,,,,,,,,,,,,,,,,,,,,9,9,8,,5,,2,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,
1601,I161,9,3,6,O2,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,9,9,9,,,0.0,1.0,,,,,,,,,,,0.0,,,0.0,,,,,1.0,,0.0,,,,
1602,I161,9,14,6,O3,,,,,,0,,14,,,5,,,,,0,,,,,,,,0,,0,,,,,,,,,4,,0,,,1,,,,,2,,,,,,,,3,,5,,,,,,,,,3,,9,,,9,,,,,7,,,,,,,,6,,2,,,,,,,,2.0,0.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,0.0,,,,
1603,I161,9,3,5,O4,,,,,6,,,,,3,,,,6,,,3,,,7,,,,,,,,,,,,,,3,,,,,0,,,,1,,,2,,,4,,,,,,,,,,,,,,4,,,,,9,,,,9,,,9,,,2,,,,,,,,,,,,,,,,0.0,1.0,7.0,,,,,3.0,,,,,,,,,,,,1.0,,,
1604,I161,9,9,8,O5,,,,,,0,,8,,,,5,,,0,,,,,9,,,,,9,0,,1,,,,,,,7,,3,,,,1,,,6,,,,,0,,,,,2,5,,4,,,,,,,2,,8,,,,9,,,4,,,,,9,,,,,8,5,,6,,,,,0.0,1.0,,,,1.0,0.0,,,,,0.0,0.0,,1.0,,,0.0,,,,,,,,
1605,I161,9,6,5,O6,,,,6,,,9,,,,,,,,,0,,,,,,,,,,,,0,10,,,,0,,,1,,,,,,,,,4,,,,,,,,,,,,3,2,,,,9,,,9,,,,,,,,,2,,,,,,,,,,,,4,8,,,3.0,0.0,,0.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,
1606,I161,9,9,6,O7,,,6,,,,,,,,,7,8,,,,5,,,,9,,,,6,,,,,,,1,,,,,,,,,5,2,,,,3,,,,0,,,,4,,,,,,,9,,,,,,,,,2,8,,,,5,,,,9,,,,4,,,,,,,,,,,,,,7.0,,1.0,2.0,,,,,3.0,,,,1.0,,,,1.0,,,
1607,I161,9,3,5,O8,,,6,,3,,,7,,,,,,3,,,,,,,3,,,,,,,,,,,3,,1,,,4,,,,,,0,,,,,,,2,,,,,,,,,,,4,,9,,,2,,,,,,9,,,,,,,9,,,,,,,,,,,,,7.0,,,0.0,,,,1.0,,0.0,,,,,,,,3.0,,,,,,,
1608,I161,9,10,6,O9,,,,,,,0,,,,,10,,,,0,,5,,,,0,,,,7,,,,,,,,,,5,,,,,0,,,,3,,2,,,,4,,,,1,,,,,,,,,,2,,,,,9,,,,7,,9,,,,5,,,,9,,,,,,,,,0.0,,,,1.0,0.0,,,,1.0,,,,,0.0,,,,1.0,,,,,
1609,I161,9,7,7,O10,,,0,6,,2,7,7,,,,,,,4,,,,,,,,,,,,5,,,,,6,4,,1,5,0,,,,,,,2,,,,,,,,,,,,3,,,,,2,6,,9,4,9,,,,,,,9,,,,,,,,,,,,8,,,,,,,1.0,,,,,,3.0,,,,,0.0,,,2.0,,0.0,0.0,1.0,,,,,,
1610,I162,9,6,5,O1,6,5,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,,4,,,,,,,,,,,,,,,,,,,,,,,,9,9,8,4,,2,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,
1611,I162,9,4,6,O2,,,,,,,,,,,,,,,,,,,,,,,7,,6,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,5,,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,2,,4,6,8,9,9,,,0.0,1.0,,,,,,,,,,,1.0,,,3.0,,,,,1.0,,,,,7.0,
1612,I162,9,10,6,O3,,,,,,0,,10,,,5,,,,,6,,,,,,,,5,,0,,,,,,,,,4,,0,,,1,,,,,2,,,,,,,,3,,5,,,,,,,,,4,,9,,,9,,,,,8,,,,,,,,7,,2,,,,,,,,1.0,1.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,1.0,,,,
1613,I162,9,7,5,O4,,,,,,,,,,7,,,0,8,,,5,0,,,,,,,,,,,,,,,,,,,,,0,,,3,1,,,2,4,,,,,,,,,,,,,,,,,,,,,9,,,3,9,,,8,2,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,0.0,,,,,,,,,,,0.0,,1.0,,,
1614,I162,9,6,6,O5,,,,,,,,,,,,2,,,7,,,,,6,,,,,5,6,,5,,,,,,,,,,,,,1,,,5,,,,,0,,,,,2,4,,3,,,,,,,,,,,,,9,,,2,,,,,9,,,,,9,4,,6,,,,,1.0,,,,,1.0,0.0,,,,,3.0,,,1.0,,,7.0,,,,,,,,
1615,I162,9,10,6,O6,,7,,10,,,4,,,,,,,,,,,0,,,,,,,,,,8,8,,4,,0,,,1,,,,,,,,,,,5,,,,,,,,,,3,2,,4,,9,,,9,,,,,,,,,,,2,,,,,,,,,,7,9,,3.0,2.0,2.0,,,,,,,0.0,,,,,,,,1.0,,,,,0.0,,,,,
1616,I162,9,10,5,O7,,,4,,,,,,,,,,0,,,,0,,,,10,,,,0,,,,,,,1,,,,,,,,,,2,,,,3,,,,0,,,,4,,,,,,,9,,,,,,,,,,7,,,,5,,,,9,,,,2,,,,,,,,,,,,,,,,2.0,0.0,,,,,0.0,,,,1.0,,,,0.0,,,
1617,I162,9,10,7,O8,,,7,,2,,,0,,,,,,10,0,,,,,,6,0,,,,,,,,,,3,,1,,,6,,,,,,0,5,,,,,,2,4,,,,,,,,,,7,,9,,,2,,,,,,9,4,,,,,,8,5,,,,,,,,,,,,0.0,,,1.0,,,,1.0,,0.0,,,,,,0.0,0.0,1.0,,,,,,,
1618,I162,9,7,6,O9,,,,,,,7,,,,,7,,,,6,,7,,12,,,,,,6,,,,,,,,,,5,,,,,0,,,,4,,2,,3,,,,,,1,,,,,,,,,,2,,,,,9,,,,4,,8,,5,,,,,,9,,,,,,,,,3.0,,,4.0,1.0,7.0,,,,1.0,,,,,,,,,1.0,,,,,
1619,I162,9,6,4,O10,,,,,,6,,6,,,,,,,5,,,,,,,,,,,,0,,,,,,,,1,,0,,,,,,,2,,,,,,,,,,,,3,,,,,,,,9,,9,,,,,,,8,,,,,,,,,,,,4,,,,,,,1.0,,,,,,,,,,,2.0,,,,,2.0,,0.0,,,,,,
1620,I163,9,7,6,O1,7,10,2,4,5,,,0,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,,,5,,,,,,,,,,,,,,,,,,,,,,9,9,8,7,5,,,2,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,0.0,,,,,,,,,2.0,,,,,1.0,,,0.0,,,,,,,
1621,I163,9,14,6,O2,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,7,9,14,,,,,,,,,,,,,,,,,,,5,,,,,,4,3,2,1,0,,,,,,,,,,,,,,,,,,,2,,,,,,3,6,7,9,9,,,2.0,1.0,,,,,,,,,,,0.0,,,0.0,,,,,1.0,,,,0.0,,
1622,I163,9,7,6,O3,,,,,,0,,7,,,6,,,,,8,,,,,,,,10,,0,,,,,,,,,4,,0,,,1,,,,,2,,,,,,,,3,,5,,,,,,,,,4,,9,,,9,,,,,7,,,,,,,,7,,2,,,,,,,,1.0,2.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,3.0,,,,
1623,I163,9,6,5,O4,,,,,,,,,,6,,,2,7,,,8,,,3,,,,,,,,,,,,,,,,,,,0,,,3,1,,,2,,,4,,,,,,,,,,,,,,,,,,,9,,,7,9,,,8,,,6,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,2.0,,,
1624,I163,9,6,5,O5,,,,,,,,1,,,,9,,,,,,,,6,,,,,7,,,0,,,,,,,,,3,,,,1,,,,,,,,0,,,,,2,,,4,,,,,,,,,5,,,,9,,,,,,,,9,,,,,8,,,2,,,,,0.0,0.0,,,,1.0,2.0,,,,,,,,2.0,,,,,,,,,,,
1625,I163,9,4,6,O6,,6,,4,,,4,,,,,,,,,,,7,,,,,,,,,,5,3,,4,,0,,,1,,,,,,,,,,,5,,,,,,,,,,3,2,,4,,9,,,9,,,,,,,,,,,2,,,,,,,,,,6,8,,3.0,0.0,1.0,,,,,,,0.0,,,,,,,,0.0,,,,,7.0,,,,,
1626,I163,9,6,6,O7,,,8,,,,,,,0,,5,10,,,,4,,,,6,,,,,,,,,,,1,,,,,,,5,,4,2,,,,3,,,,0,,,,,,,,,,,9,,,,,,,2,,5,8,,,,7,,,,9,,,,,,,,,,,,,,,0.0,,,2.0,,1.0,2.0,,,,,,,,,1.0,,,,1.0,,,
1627,I163,9,6,4,O8,,,3,,6,,,,,,,,,6,,,,,,,3,,,,,,,,,,,3,,1,,,,,,,,,0,,,,,,,2,,,,,,,,,,,6,,9,,,,,,,,,9,,,,,,,9,,,,,,,,,,,,,,,,1.0,,,,1.0,,2.0,,,,,,,,3.0,,,,,,,
1628,I163,9,6,5,O9,,,,,,,,,,,,6,,,,7,,2,,3,,,,,,4,,,,,,,,,,,,,,,0,,,,4,,2,,3,,,,,,1,,,,,,,,,,,,,,,9,,,,2,,8,,7,,,,,,9,,,,,,,,,7.0,,,1.0,1.0,,,,,1.0,,,,,,,,,0.0,,,,,
1629,I163,9,6,5,O10,,,,0,,5,,6,,,,,,,6,,,,,,,,,,,,7,,,,,,4,,1,,0,,,,,,,2,,,,,,,,,,,,3,,,,,,2,,9,,9,,,,,,,8,,,,,,,,,,,,4,,,,,,,1.0,,,,,,,,,,,1.0,,,0.0,,2.0,,3.0,,,,,,
1630,I164,9,4,5,O1,4,8,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,,4,,,,,,,,,,,,,,,,,,,,,,,,9,9,8,8,,2,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,
1631,I164,9,10,6,O2,,,,,,,,,,,,,,,,,,,,,,,7,6,9,13,8,,10,,,,,,,,,,,,,,,,,,,,,,,5,4,3,2,1,,0,,,,,,,,,,,,,,,,,,,,,,,2,4,7,7,9,,9,,,1.0,,,,,,,,,,,,3.0,,,3.0,,,,,1.0,,3.0,,,7.0,
1632,I164,9,6,4,O3,,,,,,,,6,,,2,,,,,0,,,,,,,,0,,,,,,,,,,,,,0,,,1,,,,,2,,,,,,,,3,,,,,,,,,,,,,9,,,9,,,,,8,,,,,,,,4,,,,,,,,,,1.0,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,
1633,I164,9,10,6,O4,,,,,,,,,,10,,,0,9,0,0,10,,,,,,,,,,,,,,,,,,,,,,0,,,3,1,5,4,2,,,,,,,,,,,,,,,,,,,,,,9,,,5,9,2,3,7,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,,0.0,,,,,,,,0.0,,,,,2.0,,,
1634,I164,9,7,4,O5,,,,,,,,3,,,,6,,,,,,,,7,,,,,6,,,,,,,,,,,,3,,,,1,,,,,,,,0,,,,,2,,,,,,,,,,,,6,,,,9,,,,,,,,9,,,,,7,,,,,,,,,3.0,,,,1.0,2.0,,,,,,,,3.0,,,,,,,,,,,
1635,I164,9,10,6,O6,,15,,10,,,10,0,,,,,,,,1,,,,,0,,,,,,,,,,2,,0,,,1,5,,,,,,,,3,,,,,4,,,,,,,,,,8,,9,,,9,2,,,,,,,,7,,,,,5,,,,,,,,,,3.0,,,0.0,0.0,,,,,2.0,0.0,,,,,,,1.0,,,,,,,,,,
1636,I164,9,6,6,O7,,,5,,,,,,,,,7,10,,,,4,,,,6,,,,6,,,,,,,1,,,,,,,,,5,2,,,,3,,,,0,,,,4,,,,,,,9,,,,,,,,,2,8,,,,7,,,,9,,,,4,,,,,,,,,,,,,,7.0,,1.0,2.0,,,,,3.0,,,,1.0,,,,1.0,,,
1637,I164,9,6,6,O8,,,0,,5,,,,,,,,,6,0,,,,,,1,0,,,,,,,,,,3,,1,,,,,,,,,0,5,,,,,,2,4,,,,,,,,,,6,,9,,,,,,,,,9,2,,,,,,8,4,,,,,,,,,,,,,,,1.0,,,,0.0,,1.0,,,,,,0.0,0.0,0.0,,,,,,,
1638,I164,9,6,5,O9,,,,,,,0,,,,,6,,,,,,1,,0,,,,,,4,,,,,,,,,,4,,,,,0,,,,,,2,,3,,,,,,1,,,,,,,,,,2,,,,,9,,,,,,8,,4,,,,,,9,,,,,,,,,,,,0.0,1.0,0.0,,,,1.0,,,,,,,,,0.0,,,,,
1639,I164,9,3,5,O10,,,,,,2,,3,,,,,,,5,,7,,,,,,,,,,6,,,,,,,,1,,0,,,,,,,2,,4,,,,,,,,,,3,,,,,,,,9,,9,,,,,,,9,,2,,,,,,,,,,4,,,,,,,0.0,,,,,,,,,,,0.0,,,,,1.0,,3.0,,,7.0,,,
1640,I165,9,3,5,O1,3,5,11,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,7,4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,0.0,,,,,0.0,,,3.0,,,,,,,
1641,I165,9,14,6,O2,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,5,7,14,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,2,5,8,9,9,9,,,2.0,1.0,,,,,,,,,,,1.0,,,2.0,,,,,1.0,,0.0,,,,
1642,I165,9,3,5,O3,,,,,,5,,3,,,4,,,,,2,,,,,,,,3,,,,,,,,,,,4,,0,,,1,,,,,2,,,,,,,,3,,,,,,,,,,,4,,9,,,9,,,,,9,,,,,,,,7,,,,,,,,,,0.0,0.0,,,,,,,,,,5.0,1.0,,,,,,,,1.0,,,,
1643,I165,9,6,5,O4,,,,,,,,,,6,,,6,6,,7,6,,,,,,,,,,,,,,,,,,,,,,0,,,3,1,,4,2,,,,,,,,,,,,,,,,,,,,,,9,,,4,9,,2,8,,,,,,,,,,,,,,,,,,7.0,1.0,1.0,,,,,3.0,,,,,,,,,,,,,2.0,,,
1644,I165,9,3,4,O5,,,,,,,,,,,,5,,,,,,,,3,,,,,3,,,0,,,,,,,,,,,,,1,,,,,,,,0,,,,,2,,,3,,,,,,,,,,,,,9,,,,,,,,9,,,,,9,,,4,,,,,0.0,,,,,0.0,1.0,,,,,,,,1.0,,,,,,,,,,,
1645,I165,9,6,6,O6,,0,,6,,,6,,,,,,,,,,0,,,,,,,,,,,1,5,,4,,0,,,1,,,,,,,,,,5,,,,,,,,,,,3,2,,4,,9,,,9,,,,,,,,,,2,,,,,,,,,,,7,8,,0.0,1.0,0.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,0.0,,,
1646,I165,9,6,5,O7,,,5,,,,,,,,,0,0,,,,0,,,,6,,,,,,,,,,,1,,,,,,,,,4,2,,,,3,,,,0,,,,,,,,,,,9,,,,,,,,,2,8,,,,6,,,,9,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,,,,,,,,1.0,,,,0.0,,,
1647,I165,9,3,5,O8,,,3,,2,,,,,,,,,3,0,,,,,,3,,,,,,,,,,,3,,1,,,,,,,,,0,4,,,,,,2,,,,,,,,,,,5,,9,,,,,,,,,9,2,,,,,,9,,,,,,,,,,,,,,,,0.0,,,,1.0,,0.0,,,,,,,0.0,1.0,,,,,,,
1648,I165,9,10,6,O9,,,,,,,7,,,,,10,,,,,,2,,5,,6,,,,9,,,,,,,,,,5,,,,,0,,,,,,2,,3,,4,,,,1,,,,,,,,,,2,,,,,9,,,,,,7,,5,,4,,,,9,,,,,,,,,,,,1.0,1.0,7.0,,,,1.0,,,,,3.0,,,,0.0,,,,,
1649,I165,9,6,6,O10,,,,0,,8,0,6,,,,,,,10,,,,,,,,,,,,0,,,,,,4,,1,5,0,,,,,,,2,,,,,,,,,,,,3,,,,,,4,,9,2,9,,,,,,,8,,,,,,,,,,,,7,,,,,,,1.0,,,,,,0.0,,,,,1.0,,,0.0,,2.0,,0.0,,,,,,
1650,I166,9,6,6,O1,6,6,10,13,7,,0,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,,5,,,,,,,,,,,,,,,,,,,,,,,9,9,9,5,4,,2,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,3.0,,,,,4.0,,,2.0,,,,,,,
1651,I166,9,12,8,O2,,,,,,,,,,,,,,,,,,,,,0,,0,5,4,6,4,9,12,,,,,,,,,,,,,,,,,,,,,7,,6,5,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,2,,4,5,6,6,8,9,9,,,1.0,1.0,,,,,,,,0.0,,,1.0,,,1.0,,,,,0.0,,1.0,,,0.0,
